MR,H4,H27,u0_M,u0_R,u0_MR,u0_H4,u0_KDM5A,u0_H0,u0_PRC2,u0_H27,u0_KDM6A,u0_KMT
47.978,49.377,0.0,16.0,16.0,34.0,1.1161153406771007,58.0,17.87095111934943,41.0,31.012933539973467,78.0,27.0
47.978,49.377,0.0,17.0,17.0,33.0,29.267895903246075,53.0,14.084040003780782,22.0,6.648064092973143,37.0,33.0
47.978,49.377,0.0,11.0,11.0,39.0,12.474624979072619,14.0,13.511833660681216,55.0,24.013541360246165,33.0,53.0
47.978,49.377,0.0,26.0,26.0,24.0,27.045912727666625,45.0,21.621291808287015,74.0,1.3327954640463562,48.0,40.0
47.978,49.377,0.0,5.0,5.0,45.0,26.00939248881098,0.0,13.08437005496508,34.0,10.90623745622394,53.0,51.0
47.978,49.377,0.0,8.0,8.0,42.0,23.96081772801853,11.0,18.14521116502657,50.0,7.8939711069549015,84.0,53.0
47.978,49.377,0.0,9.0,9.0,41.0,24.504199108584373,41.0,17.868355050344345,14.0,7.627445841071281,37.0,73.0
47.978,49.377,0.0,10.0,10.0,40.0,2.2323727136135316,55.0,36.87804211286202,60.0,10.889585173524445,89.0,2.0
47.978,49.377,0.0,10.0,10.0,40.0,12.767504283273688,60.0,3.758120203147881,80.0,33.47437551357844,65.0,91.0
47.978,49.377,0.0,31.0,31.0,19.0,21.620532018870833,75.0,16.627770489433892,66.0,11.751697491695275,89.0,80.0
47.978,49.377,0.0,6.0,6.0,44.0,31.137118593096567,78.0,17.55429201765287,68.0,1.3085893892505651,96.0,61.0
47.978,49.377,0.0,16.0,16.0,34.0,27.272142608241644,50.0,6.206644927787247,67.0,16.521212463971107,98.0,88.0
47.978,49.377,0.0,12.0,12.0,38.0,15.944663310770856,14.0,11.79053532345285,32.0,22.26480136577629,92.0,48.0
47.978,49.377,0.0,1.0,1.0,49.0,27.236974123776744,63.0,13.899975115575346,89.0,8.863050760647909,11.0,21.0
47.978,49.377,0.0,2.0,2.0,48.0,12.974204127934145,56.0,4.963159817981019,25.0,32.062636054084834,79.0,31.0
47.978,49.377,0.0,42.0,42.0,8.0,17.23297329752308,81.0,13.058954974346051,78.0,19.70807172813087,37.0,23.0
47.978,49.377,0.0,1.0,1.0,49.0,10.891674073186973,100.0,28.563858378528405,93.0,10.54446754828462,60.0,47.0
47.978,49.377,0.0,48.0,48.0,2.0,17.986420215414505,8.0,23.39357672401715,42.0,8.62000306056834,75.0,37.0
47.978,49.377,0.0,26.0,26.0,24.0,18.151567045067882,45.0,16.727857207143273,29.0,15.120575747788846,52.0,49.0
47.978,49.377,0.0,27.0,27.0,23.0,14.343184182294193,13.0,24.634684483445213,0.0,11.022131334260594,24.0,86.0
47.978,49.377,0.0,41.0,41.0,9.0,13.576671550129655,47.0,16.641166670377938,60.0,19.782161779492412,18.0,14.0
47.978,49.377,0.0,42.0,42.0,8.0,27.76655815992811,30.0,4.453688043449568,83.0,17.779753796622323,76.0,45.0
47.978,49.377,0.0,25.0,25.0,25.0,0.9855012320282613,23.0,28.752739271864325,16.0,20.261759496107416,56.0,40.0
47.978,49.377,0.0,18.0,18.0,32.0,14.058181687600328,45.0,22.38401524013638,7.0,13.55780307226329,24.0,35.0
47.978,49.377,0.0,36.0,36.0,14.0,28.387680025767743,4.0,0.851136933102837,37.0,20.76118304112942,37.0,20.0
47.978,49.377,0.0,13.0,13.0,37.0,14.347573132997157,21.0,12.872786773438946,48.0,22.7796400935639,94.0,27.0
47.978,49.377,0.0,7.0,7.0,43.0,29.47403721739913,38.0,17.671463200749894,61.0,2.854499581850975,65.0,2.0
47.978,49.377,0.0,17.0,17.0,33.0,3.443682932077493,17.0,25.076435013826348,71.0,21.479882054096162,32.0,39.0
47.978,49.377,0.0,38.0,38.0,12.0,14.28479964179299,29.0,14.46665235155693,5.0,21.248548006650083,86.0,20.0
47.978,49.377,0.0,5.0,5.0,45.0,20.13195659066474,28.0,11.354112276621537,14.0,18.513931132713726,17.0,36.0
47.978,49.377,0.0,27.0,27.0,23.0,13.391672272079854,27.0,12.094406722452346,47.0,24.5139210054678,25.0,67.0
47.978,49.377,0.0,41.0,41.0,9.0,30.29469510700745,9.0,7.591493392566524,20.0,12.113811500426028,88.0,93.0
47.978,49.377,0.0,16.0,16.0,34.0,2.2093399910452844,50.0,3.531411779019757,73.0,44.259248229934954,2.0,42.0
47.978,49.377,0.0,4.0,4.0,46.0,19.05793944157388,60.0,13.896252832787885,27.0,17.045807725638237,16.0,97.0
47.978,49.377,0.0,35.0,35.0,15.0,18.6473798487478,63.0,15.359263003894423,7.0,15.993357147357777,62.0,98.0
47.978,49.377,0.0,14.0,14.0,36.0,13.587305780897877,37.0,19.512291554595514,54.0,16.90040266450661,94.0,4.0
47.978,49.377,0.0,38.0,38.0,12.0,13.769956829217026,70.0,8.449029366104641,72.0,27.781013804678334,8.0,71.0
47.978,49.377,0.0,8.0,8.0,42.0,19.336309092759137,46.0,20.922711723950094,96.0,9.74097918329077,52.0,20.0
47.978,49.377,0.0,10.0,10.0,40.0,19.10268272999622,10.0,7.386906814979937,94.0,23.51041045502384,50.0,41.0
47.978,49.377,0.0,16.0,16.0,34.0,16.90196462971303,19.0,20.186191684973124,35.0,12.911843685313844,82.0,60.0
47.978,49.377,0.0,7.0,7.0,43.0,27.050665784720895,74.0,9.710415990581284,34.0,13.238918224697823,94.0,44.0
47.978,49.377,0.0,15.0,15.0,35.0,0.13206691919212538,46.0,17.166777998111474,15.0,32.7011550826964,0.0,57.0
47.978,49.377,0.0,20.0,20.0,30.0,18.616612915011675,62.0,0.14013365195321684,49.0,31.243253433035107,11.0,18.0
47.978,49.377,0.0,48.0,48.0,2.0,13.09272042135679,78.0,13.983714695223437,88.0,22.92356488341978,36.0,25.0
47.978,49.377,0.0,0.0,0.0,50.0,2.4812666857117773,20.0,13.692466880391999,55.0,33.82626643389622,53.0,4.0
47.978,49.377,0.0,2.0,2.0,48.0,46.12642536791422,48.0,3.503364219499211,96.0,0.3702104125865689,21.0,88.0
47.978,49.377,0.0,31.0,31.0,19.0,35.376376480874605,29.0,0.8928948214101262,85.0,13.730728697715271,47.0,49.0
47.978,49.377,0.0,46.0,46.0,4.0,8.058442760027017,96.0,30.909543494366748,62.0,11.032013745606239,19.0,2.0
47.978,49.377,0.0,45.0,45.0,5.0,6.639911312033842,45.0,3.2713152995030055,66.0,40.08877338846315,53.0,55.0
47.978,49.377,0.0,25.0,25.0,25.0,7.429003133748344,21.0,7.498003911874761,43.0,35.07299295437689,34.0,87.0
47.978,49.377,0.0,23.0,23.0,27.0,20.147217653943656,95.0,27.17939236512376,6.0,2.6733899809325847,74.0,29.0
47.978,49.377,0.0,5.0,5.0,45.0,26.864280315220427,90.0,11.024915241086832,58.0,12.110804443692741,62.0,18.0
47.978,49.377,0.0,49.0,49.0,1.0,7.452229747645527,30.0,23.760946719355967,44.0,18.7868235329985,58.0,83.0
47.978,49.377,0.0,10.0,10.0,40.0,15.022597723976233,22.0,3.2326979616950133,3.0,31.74470431432875,23.0,60.0
47.978,49.377,0.0,24.0,24.0,26.0,16.24181458788086,49.0,14.397740012139975,35.0,19.360445399979163,97.0,42.0
47.978,49.377,0.0,26.0,26.0,24.0,17.18473286646799,52.0,14.946140866305782,20.0,17.86912626722623,83.0,63.0
47.978,49.377,0.0,39.0,39.0,11.0,18.365660182774185,82.0,14.378929457646924,78.0,17.25541035957889,98.0,12.0
47.978,49.377,0.0,20.0,20.0,30.0,24.70095278973721,40.0,18.638610262975675,44.0,6.6604369472871126,27.0,0.0
47.978,49.377,0.0,19.0,19.0,31.0,34.08199468404354,15.0,11.424877225613079,73.0,4.4931280903433795,72.0,16.0
47.978,49.377,0.0,39.0,39.0,11.0,17.221633772578308,91.0,15.30621017628292,62.0,17.47215605113877,51.0,21.0
47.978,49.377,0.0,36.0,36.0,14.0,13.332899374913929,45.0,18.177577521948255,66.0,18.489523103137817,1.0,48.0
47.978,49.377,0.0,43.0,43.0,7.0,23.413933938014015,67.0,10.75387541415296,62.0,15.832190647833025,66.0,23.0
47.978,49.377,0.0,44.0,44.0,6.0,5.75421136661276,9.0,26.94301943444268,18.0,17.30276919894456,5.0,37.0
47.978,49.377,0.0,50.0,50.0,0.0,27.65128012214026,37.0,17.632038160629143,63.0,4.716681717230597,90.0,41.0
47.978,49.377,0.0,26.0,26.0,24.0,26.007624879764077,39.0,10.5384578745571,23.0,13.453917245678824,67.0,90.0
47.978,49.377,0.0,34.0,34.0,16.0,16.072859891947925,20.0,17.94939685471207,41.0,15.977743253340007,95.0,91.0
47.978,49.377,0.0,32.0,32.0,18.0,8.809216641699711,50.0,19.183700991343194,6.0,22.007082366957093,5.0,50.0
47.978,49.377,0.0,14.0,14.0,36.0,13.78079142038098,25.0,22.32778881465492,11.0,13.8914197649641,20.0,60.0
47.978,49.377,0.0,12.0,12.0,38.0,12.298145947980633,48.0,20.310681187186685,27.0,17.391172864832683,50.0,79.0
47.978,49.377,0.0,21.0,21.0,29.0,23.354296818909425,36.0,22.576557051075373,80.0,4.069146130015204,82.0,83.0
47.978,49.377,0.0,24.0,24.0,26.0,16.572764298646018,30.0,12.013702290787798,13.0,21.41353341056618,68.0,33.0
47.978,49.377,0.0,2.0,2.0,48.0,19.020041625534944,46.0,23.32801019874505,30.0,7.651948175720003,43.0,44.0
47.978,49.377,0.0,28.0,28.0,22.0,21.893821177926576,86.0,23.00756700975606,54.0,5.098611812317365,2.0,53.0
47.978,49.377,0.0,14.0,14.0,36.0,30.310431169047394,99.0,0.2002729326282114,51.0,19.489295898324393,25.0,29.0
47.978,49.377,0.0,41.0,41.0,9.0,4.495864687289302,63.0,8.678838170581788,89.0,36.82529714212891,65.0,23.0
47.978,49.377,0.0,0.0,0.0,50.0,14.016688120187597,93.0,26.922881296207777,70.0,9.060430583604626,13.0,16.0
47.978,49.377,0.0,30.0,30.0,20.0,31.515960693636934,66.0,7.4426872658101555,22.0,11.041352040552908,1.0,62.0
47.978,49.377,0.0,45.0,45.0,5.0,31.67284376481321,79.0,2.8682761088834443,61.0,15.458880126303345,39.0,95.0
47.978,49.377,0.0,28.0,28.0,22.0,23.7845856783068,25.0,6.734144581571793,69.0,19.481269740121412,2.0,84.0
47.978,49.377,0.0,45.0,45.0,5.0,12.957508920850646,33.0,21.18639283667131,95.0,15.85609824247804,81.0,39.0
47.978,49.377,0.0,11.0,11.0,39.0,19.051801648785407,57.0,7.284385615374627,7.0,23.663812735839965,68.0,78.0
47.978,49.377,0.0,47.0,47.0,3.0,18.775521503840654,6.0,19.05464330908544,55.0,12.169835187073907,37.0,13.0
47.978,49.377,0.0,24.0,24.0,26.0,1.2698189224832341,89.0,13.267032013751171,37.0,35.46314906376559,89.0,1.0
47.978,49.377,0.0,19.0,19.0,31.0,27.16383368616754,63.0,20.312304826871916,56.0,2.523861486960541,56.0,49.0
47.978,49.377,0.0,15.0,15.0,35.0,13.857997642052258,79.0,30.64094329826507,81.0,5.501059059682669,14.0,99.0
47.978,49.377,0.0,4.0,4.0,46.0,12.476907336874183,91.0,16.616641454221323,95.0,20.90645120890449,74.0,80.0
47.978,49.377,0.0,26.0,26.0,24.0,20.213411162709406,14.0,24.00260311169183,57.0,5.7839857255987654,8.0,67.0
47.978,49.377,0.0,12.0,12.0,38.0,11.496125581990874,33.0,3.811352684926125,3.0,34.692521733083,72.0,36.0
47.978,49.377,0.0,23.0,23.0,27.0,20.573352251662264,4.0,15.206247885517138,76.0,14.2203998628206,63.0,22.0
47.978,49.377,0.0,16.0,16.0,34.0,24.739153012180196,39.0,11.56964212851838,12.0,13.691204859301424,85.0,21.0
47.978,49.377,0.0,5.0,5.0,45.0,26.375651116986155,34.0,23.12919370466568,57.0,0.495155178348162,68.0,93.0
47.978,49.377,0.0,19.0,19.0,31.0,26.193991372586623,92.0,11.336664089847881,46.0,12.469344537565497,97.0,73.0
47.978,49.377,0.0,42.0,42.0,8.0,16.525149640629152,6.0,21.11223424009663,46.0,12.362616119274218,33.0,62.0
47.978,49.377,0.0,28.0,28.0,22.0,16.68152312017501,89.0,21.479666109311815,87.0,11.838810770513176,86.0,45.0
47.978,49.377,0.0,4.0,4.0,46.0,18.76847619865531,83.0,23.725754295508313,37.0,7.50576950583638,79.0,37.0
47.978,49.377,0.0,6.0,6.0,44.0,34.886853950365655,11.0,4.861301498421357,63.0,10.251844551212987,51.0,40.0
47.978,49.377,0.0,26.0,26.0,24.0,27.426658200577496,74.0,10.280634716640568,88.0,12.292707082781936,35.0,100.0
47.978,49.377,0.0,36.0,36.0,14.0,36.966117792931065,65.0,9.343156570658378,16.0,3.690725636410556,68.0,12.0
47.978,49.377,0.0,23.0,23.0,27.0,27.952367838767817,96.0,1.6825716824269117,30.0,20.365060478805272,25.0,88.0
47.978,49.377,0.0,23.0,23.0,27.0,1.427777853894166,13.0,26.93422501427261,69.0,21.637997131833227,19.0,30.0
47.978,49.377,0.0,35.0,35.0,15.0,3.662722995468314,71.0,2.0374956578542194,23.0,44.29978134667746,30.0,2.0
47.978,49.377,0.0,45.0,45.0,5.0,19.314051477476113,45.0,17.18791059243845,35.0,13.49803793008544,5.0,52.0
47.978,49.377,0.0,3.0,3.0,47.0,22.25951642014953,35.0,7.042216044224038,3.0,20.69826753562643,31.0,68.0
47.978,49.377,0.0,47.0,47.0,3.0,20.334325188916083,54.0,19.449194148394753,46.0,10.216480662689163,99.0,44.0
47.978,49.377,0.0,21.0,21.0,29.0,17.399572955657252,45.0,16.866530919840322,5.0,15.733896124502424,95.0,47.0
47.978,49.377,0.0,45.0,45.0,5.0,19.9028387790351,86.0,4.595029504896496,12.0,25.502131716068405,88.0,54.0
47.978,49.377,0.0,25.0,25.0,25.0,19.42034069586787,70.0,14.902265316451738,96.0,15.677393987680393,3.0,91.0
47.978,49.377,0.0,30.0,30.0,20.0,18.867557325049123,76.0,8.992805065753547,24.0,22.13963760919733,85.0,75.0
47.978,49.377,0.0,23.0,23.0,27.0,12.327777693736227,73.0,25.979020389193938,22.0,11.693201917069835,10.0,53.0
47.978,49.377,0.0,35.0,35.0,15.0,8.190454105394567,49.0,20.40405098273789,50.0,21.405494911867546,57.0,79.0
47.978,49.377,0.0,11.0,11.0,39.0,21.29709988775047,70.0,18.30095187261494,58.0,10.40194823963459,4.0,100.0
47.978,49.377,0.0,36.0,36.0,14.0,21.28314914872054,76.0,13.338298439873576,75.0,15.378552411405881,28.0,3.0
47.978,49.377,0.0,2.0,2.0,48.0,22.030353673162512,56.0,16.959380304367155,90.0,11.010266022470333,92.0,16.0
47.978,49.377,0.0,41.0,41.0,9.0,27.42808475126239,78.0,2.2224686157581375,30.0,20.349446632979472,10.0,97.0
47.978,49.377,0.0,11.0,11.0,39.0,18.18174560130323,3.0,13.205218854839092,81.0,18.613035543857677,41.0,49.0
47.978,49.377,0.0,14.0,14.0,36.0,17.359702257194638,75.0,10.883628216279682,92.0,21.75666952652568,72.0,21.0
47.978,49.377,0.0,48.0,48.0,2.0,12.22910592145459,4.0,29.102390648221412,23.0,8.668503430323996,22.0,98.0
47.978,49.377,0.0,23.0,23.0,27.0,8.642236442220089,11.0,14.8683974373128,92.0,26.489366120467114,10.0,88.0
47.978,49.377,0.0,28.0,28.0,22.0,1.0472247062150057,97.0,26.345718883819103,77.0,22.607056409965892,86.0,47.0
47.978,49.377,0.0,19.0,19.0,31.0,11.003265445871362,67.0,18.632289538462373,40.0,20.364445015666263,76.0,24.0
47.978,49.377,0.0,34.0,34.0,16.0,3.145191413503976,18.0,22.362069296334685,16.0,24.492739290161335,52.0,63.0
47.978,49.377,0.0,2.0,2.0,48.0,18.6065328225032,7.0,17.13349118379422,24.0,14.259975993702572,98.0,93.0
47.978,49.377,0.0,43.0,43.0,7.0,27.557956916324724,51.0,17.680941475860543,54.0,4.761101607814736,78.0,49.0
47.978,49.377,0.0,11.0,11.0,39.0,31.903296488380004,32.0,5.048190355597531,87.0,13.04851315602246,91.0,5.0
47.978,49.377,0.0,32.0,32.0,18.0,15.022924988927905,14.0,11.987800721610908,40.0,22.98927428946119,8.0,4.0
47.978,49.377,0.0,35.0,35.0,15.0,16.212262822353342,69.0,18.768338530499175,31.0,15.019398647147481,33.0,74.0
47.978,49.377,0.0,42.0,42.0,8.0,32.0151182466722,88.0,6.661973076719454,7.0,11.322908676608343,73.0,8.0
47.978,49.377,0.0,28.0,28.0,22.0,8.082999248890077,45.0,25.51711131633721,33.0,16.399889434772714,74.0,55.0
47.978,49.377,0.0,6.0,6.0,44.0,15.191541823251802,85.0,11.131352969527894,71.0,23.677105207220304,20.0,7.0
47.978,49.377,0.0,38.0,38.0,12.0,1.4340720071819582,19.0,20.731250653684945,42.0,27.834677339133098,32.0,10.0
47.978,49.377,0.0,35.0,35.0,15.0,24.269210483352328,96.0,25.192512740925906,0.0,0.5382767757217641,39.0,35.0
47.978,49.377,0.0,42.0,42.0,8.0,25.49089852238381,22.0,14.93371673198579,58.0,9.575384745630402,52.0,48.0
47.978,49.377,0.0,43.0,43.0,7.0,12.166243716536881,21.0,14.605435697789373,40.0,23.228320585673746,4.0,90.0
47.978,49.377,0.0,27.0,27.0,23.0,16.72486213104469,70.0,16.25547740867913,99.0,17.01966046027618,9.0,4.0
47.978,49.377,0.0,18.0,18.0,32.0,9.583645276638293,10.0,16.40393520504531,98.0,24.012419518316392,72.0,23.0
47.978,49.377,0.0,12.0,12.0,38.0,8.37220999649331,36.0,20.259721549631386,21.0,21.368068453875296,94.0,84.0
47.978,49.377,0.0,8.0,8.0,42.0,24.35933420813525,7.0,23.163086200016163,68.0,2.477579591848586,6.0,97.0
47.978,49.377,0.0,40.0,40.0,10.0,14.005902309243313,25.0,14.962207951903597,68.0,21.031889738853092,65.0,7.0
47.978,49.377,0.0,43.0,43.0,7.0,2.50561019830159,61.0,2.371849103499218,87.0,45.12254069819919,81.0,34.0
47.978,49.377,0.0,39.0,39.0,11.0,15.156518836129266,18.0,6.54479327572069,96.0,28.298687888150045,32.0,85.0
47.978,49.377,0.0,31.0,31.0,19.0,23.305370314712018,84.0,18.685291149490638,3.0,8.00933853579734,39.0,73.0
47.978,49.377,0.0,40.0,40.0,10.0,37.390843712432485,10.0,0.45034382946962037,4.0,12.158812458097895,62.0,9.0
47.978,49.377,0.0,1.0,1.0,49.0,23.66484006488383,74.0,3.1419244480844872,77.0,23.193235487031682,56.0,65.0
47.978,49.377,0.0,45.0,45.0,5.0,11.63992480416276,44.0,19.786026603842778,2.0,18.57404859199446,82.0,4.0
47.978,49.377,0.0,13.0,13.0,37.0,12.754313433934671,28.0,16.9746419872607,89.0,20.27104457880463,76.0,37.0
47.978,49.377,0.0,44.0,44.0,6.0,14.460777474234973,82.0,12.8087003347171,59.0,22.73052219104793,60.0,40.0
47.978,49.377,0.0,10.0,10.0,40.0,14.115855152548265,51.0,10.650746403945682,100.0,25.23339844350605,15.0,24.0
47.978,49.377,0.0,47.0,47.0,3.0,2.7074860567816947,64.0,4.748649205086635,0.0,42.543864738131674,50.0,29.0
47.978,49.377,0.0,8.0,8.0,42.0,10.426832488629472,85.0,23.93880637281125,22.0,15.634361138559278,5.0,8.0
47.978,49.377,0.0,32.0,32.0,18.0,26.063988559927633,46.0,17.834752778297766,53.0,6.101258661774602,1.0,8.0
47.978,49.377,0.0,42.0,42.0,8.0,18.954188546843163,33.0,31.017681474918916,97.0,0.028129978237922973,98.0,72.0
47.978,49.377,0.0,47.0,47.0,3.0,29.07510701825579,93.0,10.116076018747782,21.0,10.808816962996428,3.0,43.0
47.978,49.377,0.0,24.0,24.0,26.0,21.245435933436575,79.0,26.67196971569003,51.0,2.0825943508733946,27.0,7.0
47.978,49.377,0.0,25.0,25.0,25.0,5.343553400390765,75.0,4.959799985489307,15.0,39.69664661411993,0.0,33.0
47.978,49.377,0.0,50.0,50.0,0.0,13.282169280126357,16.0,27.29002153716828,4.0,9.427809182705364,29.0,51.0
47.978,49.377,0.0,27.0,27.0,23.0,5.80742310108493,2.0,19.16076487007834,29.0,25.031812028836733,18.0,37.0
47.978,49.377,0.0,11.0,11.0,39.0,20.094278291002887,16.0,4.633581638234324,84.0,25.272140070762788,93.0,40.0
47.978,49.377,0.0,8.0,8.0,42.0,11.57676812907111,25.0,13.756268053762124,72.0,24.666963817166764,6.0,24.0
47.978,49.377,0.0,28.0,28.0,22.0,2.985035797388924,44.0,13.719910947967378,55.0,33.2950532546437,62.0,10.0
47.978,49.377,0.0,5.0,5.0,45.0,15.48840110037176,17.0,8.67863863013756,63.0,25.83296026949068,21.0,70.0
47.978,49.377,0.0,2.0,2.0,48.0,8.673971551703222,100.0,36.069693247973206,29.0,5.256335200323572,59.0,10.0
47.978,49.377,0.0,15.0,15.0,35.0,21.690097067499153,36.0,9.007064020840529,63.0,19.30283891166032,22.0,34.0
47.978,49.377,0.0,10.0,10.0,40.0,18.06496587839926,43.0,15.053059377291452,21.0,16.88197474430929,16.0,70.0
47.978,49.377,0.0,33.0,33.0,17.0,20.282553620271607,7.0,22.09303524517955,58.0,7.624411134548845,50.0,40.0
47.978,49.377,0.0,22.0,22.0,28.0,14.965374514991185,77.0,29.80992295286167,19.0,5.2247025321471465,95.0,33.0
47.978,49.377,0.0,26.0,26.0,24.0,7.299427345943521,34.0,29.186194788647512,33.0,13.514377865408967,99.0,36.0
47.978,49.377,0.0,7.0,7.0,43.0,5.407444507855814,79.0,21.54662175001682,65.0,23.045933742127367,74.0,25.0
47.978,49.377,0.0,44.0,44.0,6.0,10.901597232162839,40.0,21.669010353363085,94.0,17.429392414474076,57.0,88.0
47.978,49.377,0.0,32.0,32.0,18.0,12.707117766220257,71.0,27.399840263793177,66.0,9.89304196998657,72.0,20.0
47.978,49.377,0.0,0.0,0.0,50.0,0.8242102492617817,13.0,20.10709851208936,53.0,29.068691238648857,29.0,90.0
47.978,49.377,0.0,42.0,42.0,8.0,19.631025055744512,39.0,16.21061264989787,46.0,14.15836229435762,96.0,92.0
47.978,49.377,0.0,1.0,1.0,49.0,9.539126378159702,38.0,24.454716864311184,43.0,16.006156757529112,70.0,9.0
47.978,49.377,0.0,34.0,34.0,16.0,33.21528175436595,91.0,12.441947468223702,46.0,4.342770777410354,15.0,91.0
47.978,49.377,0.0,49.0,49.0,1.0,21.469689657179305,22.0,6.929884125862433,96.0,21.600426216958258,8.0,50.0
47.978,49.377,0.0,10.0,10.0,40.0,15.611113825589346,42.0,8.439046606293838,36.0,25.94983956811682,30.0,9.0
47.978,49.377,0.0,5.0,5.0,45.0,21.70366274770215,94.0,4.337155189050637,13.0,23.959182063247212,81.0,12.0
47.978,49.377,0.0,4.0,4.0,46.0,11.401141336753343,71.0,3.340995477115695,93.0,35.25786318613096,73.0,87.0
47.978,49.377,0.0,14.0,14.0,36.0,22.148242861182236,49.0,18.304934929970635,86.0,9.546822208847127,26.0,8.0
47.978,49.377,0.0,38.0,38.0,12.0,28.314182478484042,86.0,14.508261456328057,21.0,7.1775560651879,54.0,32.0
47.978,49.377,0.0,50.0,50.0,0.0,9.86086202880884,9.0,11.121319586959089,23.0,29.01781838423207,31.0,36.0
47.978,49.377,0.0,19.0,19.0,31.0,3.7532715193786013,24.0,27.418206891164107,43.0,18.82852158945729,8.0,66.0
47.978,49.377,0.0,23.0,23.0,27.0,2.635884382758243,34.0,27.077503943965887,42.0,20.286611673275868,88.0,62.0
47.978,49.377,0.0,1.0,1.0,49.0,14.333431833815096,39.0,22.82460140358837,25.0,12.841966762596526,86.0,22.0
47.978,49.377,0.0,47.0,47.0,3.0,3.278668963397162,32.0,14.091620241569405,81.0,32.62971079503343,55.0,64.0
47.978,49.377,0.0,17.0,17.0,33.0,23.124697380251693,43.0,24.56006012384204,43.0,2.315242495906267,42.0,4.0
47.978,49.377,0.0,15.0,15.0,35.0,22.9167136314841,100.0,1.7251144455762195,86.0,25.35817192293968,98.0,15.0
47.978,49.377,0.0,37.0,37.0,13.0,21.89782355072698,21.0,10.859587346619275,21.0,17.242589102653746,29.0,17.0
47.978,49.377,0.0,7.0,7.0,43.0,5.5155118319178555,69.0,24.705430506869988,56.0,19.77905766121216,37.0,63.0
47.978,49.377,0.0,2.0,2.0,48.0,29.16003158293591,91.0,20.083332886373668,6.0,0.7566355306904217,69.0,52.0
47.978,49.377,0.0,36.0,36.0,14.0,13.63655843722633,27.0,3.8436489619143575,43.0,32.51979260085932,48.0,21.0
47.978,49.377,0.0,27.0,27.0,23.0,13.988754515249338,99.0,19.392455360948553,72.0,16.61879012380211,53.0,97.0
47.978,49.377,0.0,13.0,13.0,37.0,12.208871927444575,42.0,22.041487679515296,27.0,15.749640393040131,74.0,7.0
47.978,49.377,0.0,38.0,38.0,12.0,15.736024203170087,7.0,8.808602741297477,48.0,25.455373055532434,47.0,91.0
47.978,49.377,0.0,44.0,44.0,6.0,20.033562664167537,16.0,4.423989679026712,30.0,25.54244765680575,8.0,0.0
47.978,49.377,0.0,8.0,8.0,42.0,18.468877344286934,7.0,10.05138483084309,22.0,21.479737824869975,90.0,62.0
47.978,49.377,0.0,33.0,33.0,17.0,24.127514593956835,30.0,20.054293795934484,1.0,5.818191610108677,28.0,13.0
47.978,49.377,0.0,48.0,48.0,2.0,20.465671652782962,58.0,20.520474488803096,20.0,9.013853858413947,87.0,52.0
47.978,49.377,0.0,27.0,27.0,23.0,9.072621348668253,21.0,25.647872787424333,23.0,15.279505863907412,62.0,36.0
47.978,49.377,0.0,48.0,48.0,2.0,16.832329803696336,66.0,27.385946587611226,43.0,5.781723608692438,81.0,87.0
47.978,49.377,0.0,11.0,11.0,39.0,49.29368794194242,48.0,0.048941778962172014,20.0,0.6573702790954079,44.0,74.0
47.978,49.377,0.0,30.0,30.0,20.0,31.535941007746032,95.0,2.6787776915853714,68.0,15.785281300668597,82.0,31.0
47.978,49.377,0.0,43.0,43.0,7.0,19.450652838127937,64.0,9.010120464305341,11.0,21.539226697566725,26.0,58.0
47.978,49.377,0.0,25.0,25.0,25.0,2.8785634719364825,46.0,44.490245489953104,58.0,2.631191038110416,65.0,99.0
47.978,49.377,0.0,35.0,35.0,15.0,13.325715718699131,33.0,5.573258689901336,7.0,31.101025591399534,100.0,25.0
47.978,49.377,0.0,34.0,34.0,16.0,36.850884556107104,79.0,1.0188982713216608,31.0,12.130217172571234,34.0,98.0
47.978,49.377,0.0,7.0,7.0,43.0,12.089456768968537,60.0,19.708786417828758,32.0,18.201756813202703,20.0,45.0
47.978,49.377,0.0,30.0,30.0,20.0,21.719143443037403,11.0,1.835640516865208,49.0,26.445216040097392,79.0,70.0
47.978,49.377,0.0,31.0,31.0,19.0,8.162817709760677,64.0,9.376706099274712,9.0,32.46047619096461,79.0,81.0
47.978,49.377,0.0,33.0,33.0,17.0,34.125759769012895,55.0,3.1194950337761975,95.0,12.754745197210905,16.0,57.0
47.978,49.377,0.0,3.0,3.0,47.0,12.412043627496715,60.0,15.290758930071112,77.0,22.297197442432164,40.0,40.0
47.978,49.377,0.0,38.0,38.0,12.0,18.64674403743224,63.0,23.142864391895188,29.0,8.210391570672572,22.0,78.0
47.978,49.377,0.0,7.0,7.0,43.0,13.473395965538705,75.0,25.879530719180146,91.0,10.64707331528115,74.0,8.0
47.978,49.377,0.0,49.0,49.0,1.0,21.047552819662837,47.0,2.7980293218337033,58.0,26.154417858503457,1.0,75.0
47.978,49.377,0.0,43.0,43.0,7.0,7.36912466667153,50.0,11.418456280144209,25.0,31.21241905318426,71.0,85.0
47.978,49.377,0.0,33.0,33.0,17.0,20.7468648559219,26.0,7.888739936660118,47.0,21.364395207417985,99.0,59.0
47.978,49.377,0.0,33.0,33.0,17.0,21.414698598954406,48.0,20.403070520365194,38.0,8.1822308806804,52.0,5.0
