MR,H4,H27,u0_R,u0_NR,u0_M,u0_MR,u0_H4,u0_KDM5A,u0_H0,u0_PRC2,u0_H27,u0_KDM6A,u0_KMT
498.355,43.538,0.001,31.0,500.0,481.0,19.0,24.649331940568985,90.0,0.41995247895424254,33.0,24.930715580476775,91.0,42.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,4.904894698702155,75.0,14.69092298740558,67.0,30.404182313892264,73.0,54.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,20.204370564094805,90.0,13.952761686865292,66.0,15.842867749039902,59.0,95.0
498.355,43.538,0.001,32.0,500.0,482.0,18.0,9.78298608046615,6.0,32.462281444075316,69.0,7.754732475458533,56.0,64.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,3.639742535819412,1.0,24.81078536119443,72.0,21.549472102986158,53.0,53.0
498.355,43.538,0.001,47.0,500.0,497.0,3.0,0.4987883274173793,27.0,29.903732911167896,96.0,19.597478761414724,24.0,38.0
498.355,43.538,0.001,44.0,500.0,494.0,6.0,18.554901426110792,62.0,19.166195300027105,23.0,12.278903273862095,87.0,88.0
498.355,43.538,0.001,47.0,500.0,497.0,3.0,16.059169009219488,98.0,23.03167582888412,0.0,10.90915516189639,69.0,41.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,29.976686538077526,92.0,3.0818588431065854,22.0,16.941454618815886,69.0,30.0
498.355,43.538,0.001,37.0,500.0,487.0,13.0,21.553935883533228,44.0,1.6585215820406956,49.0,26.787542534426077,35.0,51.0
498.355,43.538,0.001,11.0,500.0,461.0,39.0,9.288007508272717,63.0,40.01097921704033,64.0,0.7010132746869506,21.0,60.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,4.853166062955232,88.0,5.250721582821353,4.0,39.89611235422341,23.0,35.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,25.792583015196346,83.0,21.547295656638756,28.0,2.6601213281648954,6.0,29.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,7.196664884422081,25.0,14.904059808536646,99.0,27.899275307041272,24.0,22.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,16.54552797870932,39.0,19.088679004602373,77.0,14.365793016688311,30.0,80.0
498.355,43.538,0.001,46.0,500.0,496.0,4.0,0.2935729612901563,61.0,28.71634806600034,10.0,20.990078972709505,45.0,6.0
498.355,43.538,0.001,47.0,500.0,497.0,3.0,12.371101710834896,100.0,33.37612362616915,23.0,4.252774662995954,1.0,77.0
498.355,43.538,0.001,37.0,500.0,487.0,13.0,19.780118369383768,27.0,5.861871303734781,17.0,24.35801032688145,25.0,6.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,12.63828243669624,27.0,7.854635093968442,9.0,29.50708246933532,20.0,67.0
498.355,43.538,0.001,48.0,500.0,498.0,2.0,0.06333530890836034,52.0,40.230841318394305,88.0,9.705823372697331,61.0,82.0
498.355,43.538,0.001,16.0,500.0,466.0,34.0,0.7556748747172276,92.0,32.40841842743255,17.0,16.83590669785022,67.0,93.0
498.355,43.538,0.001,46.0,500.0,496.0,4.0,12.397591568453258,68.0,15.076923036012493,41.0,22.525485395534247,3.0,16.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,16.9228142252166,43.0,13.352854936362766,81.0,19.72433083842063,100.0,96.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,5.033709464747518,19.0,17.593190932101642,20.0,27.373099603150838,25.0,16.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,25.4019055659564,21.0,8.429673553493345,68.0,16.168420880550258,81.0,83.0
498.355,43.538,0.001,3.0,500.0,453.0,47.0,22.107987753580886,3.0,17.466666408905464,11.0,10.425345837513653,39.0,94.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,12.346207450485142,61.0,25.691702557987895,16.0,11.96208999152696,54.0,86.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,16.212399874988574,94.0,23.928315164257942,90.0,9.859284960753488,71.0,29.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,27.754264451471155,89.0,18.44863634896316,19.0,3.7970991995656886,0.0,80.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,12.711082016645623,44.0,1.185670759731775,4.0,36.1032472236226,88.0,78.0
498.355,43.538,0.001,29.0,500.0,479.0,21.0,24.133030074133984,2.0,10.06959357308261,64.0,15.79737635278341,18.0,35.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,21.132113201520692,72.0,18.3412356993986,21.0,10.526651099080711,61.0,80.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,18.439643387022414,47.0,21.384795996584593,22.0,10.175560616392993,30.0,49.0
498.355,43.538,0.001,18.0,500.0,468.0,32.0,15.687580405505757,83.0,23.925120597129364,68.0,10.387298997364878,39.0,38.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,20.883458780611285,87.0,18.256167801435218,75.0,10.860373417953493,41.0,12.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,2.7098146259981997,93.0,29.55035401898916,54.0,17.73983135501264,28.0,10.0
498.355,43.538,0.001,47.0,500.0,497.0,3.0,25.617515004872857,81.0,16.750561283792916,51.0,7.631923711334222,15.0,73.0
498.355,43.538,0.001,46.0,500.0,496.0,4.0,21.138869064355028,49.0,12.910993234817443,90.0,15.95013770082753,62.0,39.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,20.20269803228916,97.0,12.595698199836818,89.0,17.201603767874023,67.0,50.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,14.562587155787323,68.0,26.02162691203537,64.0,9.415785932177307,62.0,88.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,12.946886388378381,85.0,27.91107594276508,77.0,9.142037668856537,40.0,98.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,14.381594593432167,11.0,24.12347414976738,0.0,11.494931256800452,100.0,67.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,22.149350776993035,61.0,23.897690700197803,68.0,3.9529585228091606,54.0,94.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,7.396362958573481,18.0,13.649184899264963,19.0,28.954452142161557,82.0,58.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,24.40697450563458,23.0,6.5442749198381795,52.0,19.04875057452724,41.0,25.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,24.15086438875732,45.0,8.766010227685825,49.0,17.083125383556855,7.0,54.0
498.355,43.538,0.001,29.0,500.0,479.0,21.0,17.833354099125014,47.0,22.0999665660281,28.0,10.066679334846885,78.0,88.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,18.604660703108316,7.0,10.446927683605514,74.0,20.948411613286172,36.0,67.0
498.355,43.538,0.001,19.0,500.0,469.0,31.0,21.234932795963577,45.0,15.10080768235045,0.0,13.66425952168597,88.0,0.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,23.91913226720928,87.0,6.945170726441211,28.0,19.135697006349503,22.0,59.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,9.867199916637775,88.0,20.383990582300555,81.0,19.74880950106167,9.0,73.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,19.501562927241388,82.0,14.828669006782421,30.0,15.669768065976198,6.0,79.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,8.394657224003256,91.0,12.277517359135615,68.0,29.327825416861128,82.0,21.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,20.07207963508727,48.0,17.007628514563905,86.0,12.920291850348821,56.0,83.0
498.355,43.538,0.001,10.0,500.0,460.0,40.0,21.193373294738787,66.0,22.03824057225383,96.0,6.768386133007386,45.0,47.0
498.355,43.538,0.001,48.0,500.0,498.0,2.0,11.545986257957992,53.0,16.627701025676547,29.0,21.82631271636546,32.0,15.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,46.23901037278534,60.0,3.394413048282454,43.0,0.36657657893220735,97.0,52.0
498.355,43.538,0.001,3.0,500.0,453.0,47.0,20.237587882771827,59.0,29.31592380655758,3.0,0.4464883106705908,66.0,99.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,10.812079005593471,27.0,18.13882066182912,84.0,21.04910033257741,70.0,28.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,27.94666265359577,60.0,15.054830368486313,46.0,6.998506977917917,88.0,43.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,14.13892395917634,92.0,10.395673432646978,84.0,25.465402608176685,77.0,18.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,20.339080602330604,41.0,12.717656739079397,67.0,16.943262658590008,47.0,69.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,28.177121840341627,86.0,11.973734463428348,81.0,9.849143696230028,27.0,94.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,29.82635318188992,20.0,0.8274712918019643,9.0,19.346175526308116,55.0,53.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,24.09655576763493,58.0,18.787776588357776,31.0,7.115667644007298,38.0,43.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,25.295884938380436,83.0,11.07333184785113,93.0,13.630783213768437,70.0,61.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,16.230425661247217,55.0,1.391908649310717,91.0,32.37766568944206,75.0,23.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,25.071821658806183,15.0,7.612623893146314,57.0,17.315554448047504,75.0,52.0
498.355,43.538,0.001,1.0,500.0,451.0,49.0,33.09022739105621,2.0,4.898645532353664,15.0,12.011127076590121,22.0,57.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,30.671902533936226,91.0,15.179182451874615,20.0,4.148915014189161,10.0,29.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,19.116541018971763,88.0,13.448343396104985,72.0,17.435115584923253,14.0,100.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,9.127831024578796,42.0,20.47695207708065,91.0,20.395216898340554,26.0,0.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,10.975185644373722,13.0,16.130557912562164,2.0,22.894256443064116,82.0,51.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,15.364360624210331,3.0,15.016465531730693,6.0,19.619173844058974,91.0,40.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,21.356248406852,34.0,4.296193402195043,39.0,24.347558190952956,37.0,27.0
498.355,43.538,0.001,31.0,500.0,481.0,19.0,22.844573595153765,27.0,15.470270388075136,1.0,11.685156016771096,11.0,50.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,20.690192170606373,100.0,15.227120368815337,81.0,14.082687460578295,93.0,6.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,13.104887995686477,28.0,1.3261446254760005,62.0,35.56896737883752,46.0,60.0
498.355,43.538,0.001,45.0,500.0,495.0,5.0,0.40433262735417835,17.0,12.772103265240792,52.0,36.82356410740503,25.0,88.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,20.101699916592917,36.0,6.3637168638335675,56.0,23.534583219573516,28.0,86.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,23.9505594841228,64.0,15.186796079057832,30.0,10.862644436819368,4.0,30.0
498.355,43.538,0.001,19.0,500.0,469.0,31.0,31.900416685265718,61.0,12.151376656551594,50.0,5.948206658182685,67.0,43.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,17.103666506652576,11.0,25.628322520714157,10.0,7.26801097263327,4.0,54.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,15.359162580862783,22.0,25.268862519462857,99.0,9.371974899674358,11.0,50.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,16.11814042031275,67.0,17.69696933181041,26.0,16.18489024787684,14.0,33.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,16.589818897245895,42.0,26.331354981923543,13.0,7.078826120830562,79.0,27.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,10.347833850392757,10.0,25.130114295956126,66.0,14.522051853651119,92.0,74.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,45.48716313340883,68.0,1.3012513055772665,44.0,3.2115855610139032,73.0,99.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,30.34914630951192,74.0,3.6537079361645715,81.0,15.997145754323506,44.0,36.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,5.16278534451415,68.0,28.626947184480663,47.0,16.21026747100519,6.0,43.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,21.071269156151185,34.0,27.544437650303855,19.0,1.3842931935449587,36.0,29.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,12.0071398851058,51.0,7.798801083367904,4.0,30.194059031526294,80.0,15.0
498.355,43.538,0.001,35.0,500.0,485.0,15.0,7.202250543294914,6.0,42.460544626520026,46.0,0.3372048301850632,67.0,41.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,12.064711157257856,68.0,6.605037792249858,85.0,31.330251050492286,78.0,28.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,16.071992478685882,83.0,13.246276440333148,54.0,20.681731080980974,87.0,50.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,7.540916266632412,6.0,9.249751669657345,23.0,33.20933206371024,82.0,35.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,14.4938260679611,2.0,13.989510340100477,10.0,21.516663591938425,42.0,53.0
498.355,43.538,0.001,0.0,500.0,450.0,50.0,22.697147214819914,12.0,16.367860118653272,96.0,10.93499266652681,91.0,4.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,29.71578814419068,50.0,19.739410542437636,97.0,0.544801313371684,95.0,98.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,8.88647466789896,84.0,11.976376343075295,34.0,29.137148989025746,88.0,89.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,20.37196005642697,93.0,1.0965438515645902,53.0,28.531496092008435,79.0,56.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,21.04130023028925,45.0,27.800643320350485,58.0,1.1580564493602656,51.0,49.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,27.20877656748576,65.0,8.069020537150152,68.0,14.722202895364086,44.0,61.0
498.355,43.538,0.001,29.0,500.0,479.0,21.0,20.508532483531845,95.0,25.91981260001811,92.0,3.5716549164500457,54.0,0.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,12.578989204241914,1.0,15.323106564030663,51.0,22.09790423172743,2.0,91.0
498.355,43.538,0.001,40.0,500.0,490.0,10.0,5.914486354962903,12.0,26.535743765874095,71.0,17.549769879163005,71.0,51.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,20.623980172151125,23.0,20.317972427261743,49.0,9.05804740058713,15.0,41.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,7.819523482331859,20.0,26.41581863741822,52.0,15.764657880249922,7.0,3.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,5.170677241409696,57.0,10.35694965559742,10.0,34.47237310299288,45.0,19.0
498.355,43.538,0.001,10.0,500.0,460.0,40.0,9.604212969796755,79.0,3.543808466933965,55.0,36.85197856326928,48.0,34.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,29.75231983142794,79.0,17.9179223667845,49.0,2.3297578017875584,34.0,31.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,5.5025330900924025,13.0,12.373458867402066,99.0,32.12400804250553,40.0,43.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,18.461837685531076,39.0,28.311030820264115,84.0,3.2271314942048077,16.0,62.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,2.583820606305815,99.0,40.645986528906334,6.0,6.7701928647878535,70.0,2.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,26.824088042260552,76.0,3.4909002289011237,36.0,19.685011728838326,74.0,57.0
498.355,43.538,0.001,46.0,500.0,496.0,4.0,16.024584597917002,54.0,27.07082087054274,11.0,6.904594531540259,48.0,97.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,11.53816581765646,13.0,16.13656754503926,11.0,22.325266637304285,25.0,45.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,15.830429042911346,9.0,26.827037726015732,31.0,7.342533231072921,36.0,67.0
498.355,43.538,0.001,24.0,500.0,474.0,26.0,8.297669734240705,30.0,40.328072212444255,71.0,1.3742580533150381,73.0,23.0
498.355,43.538,0.001,48.0,500.0,498.0,2.0,13.107323608198158,27.0,5.235545053547325,14.0,31.65713133825452,11.0,99.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,10.663895072000475,49.0,18.885805422857505,80.0,20.45029950514202,85.0,58.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,11.42206566503526,44.0,15.530246118054697,34.0,23.04768821691004,13.0,52.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,5.900290489482197,38.0,12.304667253263016,79.0,31.795042257254785,53.0,73.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,21.484335241322622,67.0,25.112871859318687,61.0,3.402792899358689,18.0,52.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,27.1590790900608,21.0,20.961076082573673,42.0,1.87984482736553,81.0,76.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,17.185179533261024,61.0,23.15555741779109,33.0,9.659263048947885,74.0,23.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,13.862271805214155,75.0,3.9468018388505555,39.0,32.19092635593529,80.0,99.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,18.65392432734569,60.0,12.476646199701829,65.0,18.869429472952483,0.0,99.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,5.897254123322582,81.0,17.230042601574574,59.0,26.872703275102847,27.0,69.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,0.45649453770748694,22.0,24.011195682204356,60.0,25.532309780088156,52.0,63.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,6.335947543695438,36.0,20.65665652152575,99.0,23.007395934778813,49.0,85.0
498.355,43.538,0.001,29.0,500.0,479.0,21.0,6.731116030369231,3.0,14.110969059412966,11.0,29.1579149102178,39.0,63.0
498.355,43.538,0.001,5.0,500.0,455.0,45.0,28.886621203417377,75.0,9.679922013461482,2.0,11.43345678312114,97.0,91.0
498.355,43.538,0.001,14.0,500.0,464.0,36.0,21.159029982922647,49.0,4.080968376921621,69.0,24.760001640155732,13.0,99.0
498.355,43.538,0.001,39.0,500.0,489.0,11.0,12.663490776077259,74.0,16.020763134922383,92.0,21.31574608900036,2.0,21.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,22.765244297239736,10.0,13.738906825591185,17.0,13.495848877169077,28.0,55.0
498.355,43.538,0.001,10.0,500.0,460.0,40.0,1.8219284646344107,29.0,23.926291798375487,16.0,24.251779736990105,60.0,24.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,11.146268009115335,54.0,9.898277932862309,15.0,28.955454058022358,57.0,93.0
498.355,43.538,0.001,1.0,500.0,451.0,49.0,16.184192748888318,100.0,11.254074355996018,32.0,22.561732895115664,62.0,57.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,5.7232779529280124,62.0,18.055276055627175,27.0,26.221445991444813,81.0,3.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,15.250044379470216,19.0,23.64407001439427,71.0,11.105885606135509,74.0,52.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,11.913488039362283,58.0,11.249631993474281,54.0,26.836879967163433,60.0,31.0
498.355,43.538,0.001,29.0,500.0,479.0,21.0,18.00197527531862,20.0,24.098111175277054,87.0,7.899913549404322,70.0,95.0
498.355,43.538,0.001,16.0,500.0,466.0,34.0,14.755704726299838,42.0,26.006801555559726,68.0,9.237493718140435,12.0,24.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,19.48828907673718,66.0,11.408775122681204,30.0,19.10293580058162,68.0,34.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,5.805089594091879,55.0,24.372971077090284,20.0,19.821939328817834,1.0,37.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,8.472775281609827,51.0,21.00490332410429,34.0,20.52232139428588,22.0,52.0
498.355,43.538,0.001,50.0,500.0,500.0,0.0,18.958014727465258,5.0,11.876031563390269,76.0,19.165953709144475,42.0,64.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,14.400325163768581,23.0,1.809198259184798,84.0,33.790476577046626,80.0,68.0
498.355,43.538,0.001,36.0,500.0,486.0,14.0,7.552995170544301,21.0,23.008623244350062,5.0,19.438381585105635,21.0,26.0
498.355,43.538,0.001,22.0,500.0,472.0,28.0,21.475285017767412,95.0,0.329688875801648,7.0,28.19502610643094,47.0,41.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,23.00560171341864,39.0,11.104993195906035,37.0,15.889405090675327,47.0,69.0
498.355,43.538,0.001,18.0,500.0,468.0,32.0,21.636351041896223,67.0,26.927190085916166,72.0,1.4364588721876121,96.0,64.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,19.708670261985553,41.0,19.4839169745111,82.0,10.807412763503352,55.0,64.0
498.355,43.538,0.001,11.0,500.0,461.0,39.0,9.888039018133634,32.0,25.247114229231855,68.0,14.864846752634513,42.0,58.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,1.3241819118487954,62.0,36.39811804121661,9.0,12.277700046934592,100.0,16.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,21.62025912622942,40.0,16.367490818722466,17.0,12.012250055048113,76.0,61.0
498.355,43.538,0.001,35.0,500.0,485.0,15.0,25.500407615900823,59.0,6.3962781434422125,37.0,18.103314240656964,24.0,2.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,17.92059617591881,73.0,13.910397875103481,54.0,18.16900594897771,11.0,8.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,25.19344335031586,32.0,6.208063696864558,52.0,18.59849295281958,4.0,7.0
498.355,43.538,0.001,20.0,500.0,470.0,30.0,26.899886562071494,74.0,11.68362807244539,0.0,11.416485365483116,8.0,17.0
498.355,43.538,0.001,26.0,500.0,476.0,24.0,23.799388400092948,5.0,8.83862000107703,90.0,17.36199159883002,34.0,53.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,15.24692524663266,87.0,21.97499988981211,97.0,12.778074863555227,87.0,20.0
498.355,43.538,0.001,41.0,500.0,491.0,9.0,12.828392175069942,97.0,37.036258578897254,25.0,0.13534924603280635,99.0,26.0
498.355,43.538,0.001,3.0,500.0,453.0,47.0,25.546297359243233,96.0,9.474600986178936,78.0,14.97910165457783,16.0,85.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,20.094609447379383,24.0,22.3557597894255,7.0,7.549630763195123,20.0,61.0
498.355,43.538,0.001,27.0,500.0,477.0,23.0,9.349737701066767,35.0,1.8204692107733835,12.0,38.829793088159846,55.0,8.0
498.355,43.538,0.001,10.0,500.0,460.0,40.0,10.264149143048256,15.0,26.11505518796716,92.0,13.62079566898458,50.0,62.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,1.6703614476756656,10.0,20.851595233521856,99.0,27.478043318802477,42.0,61.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,6.41583116739616,13.0,38.8752143174117,21.0,4.7089545151921435,77.0,12.0
498.355,43.538,0.001,33.0,500.0,483.0,17.0,11.583968315330276,65.0,17.07011792105528,78.0,21.345913763614444,24.0,11.0
498.355,43.538,0.001,12.0,500.0,462.0,38.0,6.7103607896265824,42.0,25.945750782890165,88.0,17.34388842748325,87.0,58.0
498.355,43.538,0.001,3.0,500.0,453.0,47.0,1.8930098772320463,95.0,20.97657494003394,42.0,27.130415182734016,62.0,16.0
498.355,43.538,0.001,43.0,500.0,493.0,7.0,16.421047900652347,42.0,20.615574381616742,46.0,12.963377717730912,2.0,74.0
498.355,43.538,0.001,13.0,500.0,463.0,37.0,19.83912343752236,12.0,26.97292937617878,61.0,3.187947186298858,8.0,0.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,25.879034867070306,11.0,1.2463624002630544,85.0,22.874602732666638,71.0,57.0
498.355,43.538,0.001,42.0,500.0,492.0,8.0,33.674495755723186,0.0,14.87405883941422,27.0,1.4514454048625918,44.0,0.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,16.507850697255627,59.0,17.924034970271638,46.0,15.568114332472733,94.0,39.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,35.23168830577915,56.0,10.541895538100619,65.0,4.226416156120232,3.0,70.0
498.355,43.538,0.001,6.0,500.0,456.0,44.0,14.572015915456477,68.0,23.486510474330817,25.0,11.941473610212707,88.0,60.0
498.355,43.538,0.001,9.0,500.0,459.0,41.0,5.327696727721852,38.0,22.452095089924672,57.0,22.220208182353478,36.0,54.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,20.252199468183246,49.0,22.189788826650872,20.0,7.558011705165884,31.0,75.0
498.355,43.538,0.001,49.0,500.0,499.0,1.0,5.259362369958541,31.0,30.39725751717935,23.0,14.34338011286211,72.0,2.0
498.355,43.538,0.001,16.0,500.0,466.0,34.0,23.51630265107193,53.0,13.240820573507895,81.0,13.242876775420175,90.0,27.0
498.355,43.538,0.001,8.0,500.0,458.0,42.0,23.616158420437444,49.0,22.14195723805025,24.0,4.2418843415123035,40.0,85.0
498.355,43.538,0.001,4.0,500.0,454.0,46.0,21.671611112604833,82.0,7.935148031605443,77.0,20.393240855789724,85.0,68.0
498.355,43.538,0.001,34.0,500.0,484.0,16.0,22.216228858274807,43.0,14.054994097186631,72.0,13.72877704453856,28.0,4.0
498.355,43.538,0.001,7.0,500.0,457.0,43.0,21.407017887554243,43.0,12.210687431322219,1.0,16.38229468112354,67.0,6.0
498.355,43.538,0.001,30.0,500.0,480.0,20.0,29.795021622964843,90.0,4.747676528814933,74.0,15.457301848220226,71.0,69.0
498.355,43.538,0.001,11.0,500.0,461.0,39.0,23.74105506202917,54.0,15.924079831562292,15.0,10.33486510640854,27.0,43.0
498.355,43.538,0.001,2.0,500.0,452.0,48.0,13.479232843526121,78.0,25.221267521307748,29.0,11.29949963516613,9.0,27.0
498.355,43.538,0.001,10.0,500.0,460.0,40.0,18.66560383893011,71.0,13.946339810801874,40.0,17.388056350268016,46.0,58.0
498.355,43.538,0.001,19.0,500.0,469.0,31.0,13.833688980830974,27.0,11.88924341136491,43.0,24.277067607804113,16.0,38.0
498.355,43.538,0.001,38.0,500.0,488.0,12.0,21.350847622531152,36.0,17.674862602896436,3.0,10.97428977457241,17.0,39.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,16.92720471681755,67.0,18.179823986733673,61.0,14.892971296448774,62.0,86.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,14.54476708957989,61.0,16.93005737557809,60.0,18.525175534842017,39.0,74.0
498.355,43.538,0.001,23.0,500.0,473.0,27.0,17.938191084981902,86.0,19.04671967588275,82.0,13.015089239135353,76.0,32.0
498.355,43.538,0.001,45.0,500.0,495.0,5.0,12.108732433489806,78.0,12.482982646268983,76.0,25.40828492024121,87.0,6.0
498.355,43.538,0.001,19.0,500.0,469.0,31.0,19.69363327483881,58.0,8.084154788351812,74.0,22.22221193680938,99.0,86.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,7.799348665841325,94.0,14.93496297506557,81.0,27.265688359093105,90.0,45.0
498.355,43.538,0.001,17.0,500.0,467.0,33.0,20.357525282662106,8.0,16.662256135186414,57.0,12.980218582151485,77.0,52.0
498.355,43.538,0.001,15.0,500.0,465.0,35.0,8.957719734770132,76.0,7.292879215861121,19.0,33.74940104936875,53.0,85.0
498.355,43.538,0.001,28.0,500.0,478.0,22.0,12.831491317499848,99.0,18.63881129771965,58.0,18.529697384780512,14.0,94.0
